45437336 0 0 0 0 0
21640886 0 0 0 0 0
24624705 0 0 0 0 0
49012529 0 0 0 0 0
01587709 0 0 0 0 0
62809424 0 0 0 0 0
89439517 0 0 0 0 0
60914796 0 0 0 0 0
26579384 0 0 0 0 0
07168594 0 0 0 0 0
45745217 0 0 0 0 0
68251224 0 0 0 0 0
54662470 0 0 0 0 0
69059076 0 0 0 0 0
06736583 0 0 0 0 0
21630434 0 0 0 0 0
83707952 0 0 0 0 0
51786080 0 0 0 0 0
05622223 0 0 0 0 0
42927629 0 0 0 0 0
54508047 0 0 0 0 0
72805865 0 0 0 0 0
22685796 0 0 0 0 0
64910466 0 0 0 0 0
33779871 0 0 0 0 0
57919397 0 0 0 0 0
00244741 0 0 0 0 0
12108101 0 0 0 0 0
85678695 0 0 0 0 0
45030671 0 0 0 0 0
07596372 0 0 0 0 0
48137112 0 0 0 0 0
31597290 0 0 0 0 0
45383569 0 0 0 0 0
51944967 0 0 0 0 0
11286906 0 0 0 0 0
49284243 0 0 0 0 0
63443292 0 0 0 0 0
40532789 0 0 0 0 0
77210120 0 0 0 0 0
37411697 0 0 0 0 0
54068434 0 0 0 0 0
48434479 0 0 0 0 0
19442529 0 0 0 0 0
35572906 0 0 0 0 0
80184932 0 0 0 0 0
46050317 0 0 0 0 0
81068345 0 0 0 0 0
81050893 0 0 0 0 0
57731743 0 0 0 0 0
49337974 0 0 0 0 0
18749964 0 0 0 0 0
06460744 0 0 0 0 0
74408640 0 0 0 0 0
86082438 0 0 0 0 0
85202700 0 0 0 0 0
64966870 0 0 0 0 0
00858032 0 0 0 0 0
41195305 0 0 0 0 0
75114762 0 0 0 0 0
76454524 0 0 0 0 0
59173919 0 0 0 0 0
58180263 0 0 0 0 0
41768824 0 0 0 0 0
81141385 0 0 0 0 0
19635935 0 0 0 0 0
07004156 0 0 0 0 0
39540073 0 0 0 0 0
00982168 0 0 0 0 0
02572735 0 0 0 0 0
29902758 0 0 0 0 0
22784346 0 0 0 0 0
64461118 0 0 0 0 0
26777860 0 0 0 0 0
19486997 0 0 0 0 0
20179810 0 0 0 0 0
05966192 0 0 0 0 0
04726424 0 0 0 0 0
71964883 0 0 0 0 0
83434799 0 0 0 0 0
82709993 0 0 0 0 0
77841544 0 0 0 0 0
10411764 0 0 0 0 0
02693242 0 0 0 0 0
51834723 0 0 0 0 0
78448799 0 0 0 0 0
02272616 0 0 0 0 0
84757652 0 0 0 0 0
57366106 0 0 0 0 0
46600908 0 0 0 0 0
36648459 0 0 0 0 0
32532445 0 0 0 0 0
47409226 0 0 0 0 0
05721446 0 0 0 0 0
17537285 0 0 0 0 0
56318713 0 0 0 0 0
12484012 0 0 0 0 0
86526169 0 0 0 0 0
33255880 0 0 0 0 0
12899361 0 0 0 0 0
80231961 0 0 0 0 0
56839557 0 0 0 0 0
07543486 0 0 0 0 0
43550630 0 0 0 0 0
29178303 0 0 0 0 0
48449350 0 0 0 0 0
70457434 0 0 0 0 0
50947029 0 0 0 0 0
48828763 0 0 0 0 0
53496947 0 0 0 0 0
30562861 0 0 0 0 0
71626893 0 0 0 0 0
47320615 0 0 0 0 0
04623656 0 0 0 0 0
19619384 0 0 0 0 0
32628793 0 0 0 0 0
23613798 0 0 0 0 0
83420367 0 0 0 0 0
15693074 0 0 0 0 0
24730426 0 0 0 0 0
04016404 0 0 0 0 0
78751582 0 0 0 0 0
49853416 0 0 0 0 0
55881271 0 0 0 0 0
02807767 0 0 0 0 0
34668131 0 0 0 0 0
71559732 0 0 0 0 0
87018368 0 0 0 0 0
04310045 0 0 0 0 0
16401076 0 0 0 0 0
54669928 0 0 0 0 0
72033464 0 0 0 0 0
78448243 0 0 0 0 0
80438074 0 0 0 0 0
36954116 0 0 0 0 0
65945463 0 0 0 0 0
59300706 0 0 0 0 0
77441589 0 0 0 0 0
38885163 0 0 0 0 0
17157167 0 0 0 0 0
68256164 0 0 0 0 0
48588882 0 0 0 0 0
88161480 0 0 0 0 0
35342124 0 0 0 0 0
16423934 0 0 0 0 0
49703177 0 0 0 0 0
77228197 0 0 0 0 0
35300178 0 0 0 0 0
35379801 0 0 0 0 0
07257244 0 0 0 0 0
50002265 0 0 0 0 0
80032350 0 0 0 0 0
53010814 0 0 0 0 0
56559305 0 0 0 0 0
64040739 0 0 0 0 0
07179221 0 0 0 0 0
