16073143 0 0 0 0 0
75173985 0 0 0 0 0
63216379 0 0 0 0 0
67392945 0 0 0 0 0
10502614 0 0 0 0 0
30180183 0 0 0 0 0
88922499 0 0 0 0 0
82243439 0 0 0 0 0
56747568 0 0 0 0 0
48294438 0 0 0 0 0
84196871 0 0 0 0 0
24595051 0 0 0 0 0
74081706 0 0 0 0 0
69240585 0 0 0 0 0
07227339 0 0 0 0 0
13057509 0 0 0 0 0
80313556 0 0 0 0 0
18782302 0 0 0 0 0
63165020 0 0 0 0 0
44527634 0 0 0 0 0
16277090 0 0 0 0 0
82266188 0 0 0 0 0
81130737 0 0 0 0 0
10424695 0 0 0 0 0
37786617 0 0 0 0 0
65744922 0 0 0 0 0
78911175 0 0 0 0 0
60748600 0 0 0 0 0
87035538 0 0 0 0 0
01114890 0 0 0 0 0
53371882 0 0 0 0 0
74371374 0 0 0 0 0
20481385 0 0 0 0 0
83058571 0 0 0 0 0
29288281 0 0 0 0 0
41530018 0 0 0 0 0
62532837 0 0 0 0 0
28904793 0 0 0 0 0
29135920 0 0 0 0 0
53785009 0 0 0 0 0
09072409 0 0 0 0 0
03483989 0 0 0 0 0
46638516 0 0 0 0 0
10598184 0 0 0 0 0
80949273 0 0 0 0 0
34920528 0 0 0 0 0
03699342 0 0 0 0 0
62807414 0 0 0 0 0
03919881 0 0 0 0 0
34647620 0 0 0 0 0
49080497 0 0 0 0 0
36648475 0 0 0 0 0
46978155 0 0 0 0 0
23196700 0 0 0 0 0
36392947 0 0 0 0 0
18853838 0 0 0 0 0
70275974 0 0 0 0 0
36430959 0 0 0 0 0
38145443 0 0 0 0 0
49845039 0 0 0 0 0
44566439 0 0 0 0 0
22320948 0 0 0 0 0
84493043 0 0 0 0 0
39284308 0 0 0 0 0
12662451 0 0 0 0 0
65746670 0 0 0 0 0
00362281 0 0 0 0 0
29206087 0 0 0 0 0
09460446 0 0 0 0 0
26977187 0 0 0 0 0
66591418 0 0 0 0 0
29419490 0 0 0 0 0
49718559 0 0 0 0 0
64683286 0 0 0 0 0
61228173 0 0 0 0 0
57851562 0 0 0 0 0
18874933 0 0 0 0 0
38505407 0 0 0 0 0
87521828 0 0 0 0 0
86292208 0 0 0 0 0
06805133 0 0 0 0 0
10816237 0 0 0 0 0
87634760 0 0 0 0 0
74779379 0 0 0 0 0
81444789 0 0 0 0 0
16043831 0 0 0 0 0
82793550 0 0 0 0 0
85524832 0 0 0 0 0
52853135 0 0 0 0 0
86665167 0 0 0 0 0
18982724 0 0 0 0 0
26594516 0 0 0 0 0
74694592 0 0 0 0 0
60256399 0 0 0 0 0
22821802 0 0 0 0 0
07210845 0 0 0 0 0
09010932 0 0 0 0 0
62070755 0 0 0 0 0
69194895 0 0 0 0 0
18513486 0 0 0 0 0
80271208 0 0 0 0 0
61790367 0 0 0 0 0
35355223 0 0 0 0 0
84808659 0 0 0 0 0
55074437 0 0 0 0 0
28880732 0 0 0 0 0
87352657 0 0 0 0 0
73898669 0 0 0 0 0
37718676 0 0 0 0 0
05666904 0 0 0 0 0
57650721 0 0 0 0 0
04260140 0 0 0 0 0
81078929 0 0 0 0 0
60826626 0 0 0 0 0
25091764 0 0 0 0 0
53003769 0 0 0 0 0
21283546 0 0 0 0 0
17670283 0 0 0 0 0
37325458 0 0 0 0 0
61658126 0 0 0 0 0
21216605 0 0 0 0 0
13793633 0 0 0 0 0
42624089 0 0 0 0 0
31999351 0 0 0 0 0
26157873 0 0 0 0 0
76413591 0 0 0 0 0
65693247 0 0 0 0 0
03817387 0 0 0 0 0
53634928 0 0 0 0 0
11790480 0 0 0 0 0
65634590 0 0 0 0 0
75707828 0 0 0 0 0
50711289 0 0 0 0 0
27021573 0 0 0 0 0
40034189 0 0 0 0 0
67026967 0 0 0 0 0
33879242 0 0 0 0 0
76610484 0 0 0 0 0
80272017 0 0 0 0 0
14921610 0 0 0 0 0
39008535 0 0 0 0 0
35006525 0 0 0 0 0
50111774 0 0 0 0 0
24635067 0 0 0 0 0
02135910 0 0 0 0 0
22424011 0 0 0 0 0
06505532 0 0 0 0 0
28292510 0 0 0 0 0
25859654 0 0 0 0 0
49418517 0 0 0 0 0
87377173 0 0 0 0 0
78312746 0 0 0 0 0
35156402 0 0 0 0 0
38895253 0 0 0 0 0
16896096 0 0 0 0 0
55863905 0 0 0 0 0
01928800 0 0 0 0 0
